role,job_title,company,location,experience,salary,skills,posted_date,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Python Developer,Python Developer,MSCI Services,Pune,2-5 Yrs,,"data bricks, python, spark, microsoft azure, python development, agile, research, azure devops",1 day ago,2.0,5.0,3.5,,,,"['data bricks', 'python', 'spark', 'azure', 'python development', 'agile', 'research', 'azure devops']","data bricks, python, spark, azure, python development, agile, research, azure devops"
Python Developer,Senior Software Developer - Python,Ericsson,Chennai,5-8 Yrs,,"Automation, Coding, XML, MySQL, Debugging, Javascript, Agile, SDLC",1 day ago,5.0,8.0,6.5,,,,"['automation', 'coding', 'xml', 'mysql', 'debugging', 'javascript', 'agile', 'sdlc']","automation, coding, xml, mysql, debugging, javascript, agile, sdlc"
Python Developer,Python Developer,Ciena,Gurugram,3-8 Yrs,,"Computer science, Telecom, Optical networking, Ciena, Django, Shell scripting, Data structures, Object oriented programming",1 day ago,3.0,8.0,5.5,,,,"['computer science', 'telecom', 'optical networking', 'ciena', 'django', 'shell scripting', 'data structures', 'object oriented programming']","computer science, telecom, optical networking, ciena, django, shell scripting, data structures, object oriented programming"
Python Developer,Python developer,Tata Consultancy Services,"Mumbai, Chennai, Bengaluru",5-8 Yrs,,"Django, OOPS, Python, Python Development, Flask, Development",1 day ago,5.0,8.0,6.5,,,,"['django', 'oops', 'python', 'python development', 'flask', 'development']","django, oops, python, python development, flask, development"
Python Developer,Python Developer,Univision Technology Consulting,Bengaluru,5-7 Yrs,,"Embedded systems, BIOS, Debugging, Object oriented programming, Python, Program, OOPS, Programming",1 day ago,5.0,7.0,6.0,,,,"['embedded systems', 'bios', 'debugging', 'object oriented programming', 'python', 'program', 'oops', 'programming']","embedded systems, bios, debugging, object oriented programming, python, program, oops, programming"
Python Developer,Python Developer,Infosys,Bengaluru,3-5 Yrs,,"agile methodology, python, python development, machine learning, sdlc, css, test cases, performance engineering",2 days ago,3.0,5.0,4.0,,,,"['agile methodology', 'python', 'python development', 'machine learning', 'sdlc', 'css', 'test cases', 'performance engineering']","agile methodology, python, python development, machine learning, sdlc, css, test cases, performance engineering"
Python Developer,Python Developer,Infosys,"Pune, Chennai, Bengaluru",5-10 Yrs,,"Python, Django, Pandas, cloud platforms, NumPy, Flask, Rest APIs, Cloud",1 week ago,5.0,10.0,7.5,,,,"['python', 'django', 'pandas', 'cloud platforms', 'numpy', 'flask', 'rest apis', 'cloud']","python, django, pandas, cloud platforms, numpy, flask, rest apis, cloud"
Python Developer,ETS Python Developer,Robert Bosch Engineering and Business Solutions Private Limited,"Hosur, Bengaluru",3-6 Yrs,,"github, GIT, Architecture, jenkins, Programming, Test cases, AWS, Python",6 days ago,3.0,6.0,4.5,,,,"['github', 'git', 'architecture', 'jenkins', 'programming', 'test cases', 'aws', 'python']","github, git, architecture, jenkins, programming, test cases, aws, python"
Python Developer,Python Developer,Tech Mahindra,"Hyderabad, Bengaluru",6-10 Yrs,,"Django Rest Api, Django, Python Development, Python, Django Framework, API, Development, Rest",5 days ago,6.0,10.0,8.0,,,,"['django rest api', 'django', 'python development', 'python', 'django framework', 'api', 'development', 'rest']","django rest api, django, python development, python, django framework, api, development, rest"
Python Developer,Python Developer,BNP Paribas,Hybrid - Bengaluru,4-8 Yrs,,"FastAPI, Bash, Python, Python Development, Development",2 days ago,4.0,8.0,6.0,,,,"['fastapi', 'bash', 'python', 'python development', 'development']","fastapi, bash, python, python development, development"
Python Developer,Python Developer,Explarity Solutions,Pune,2-6 Yrs,,"IT services, MS SQL, Web technologies, RDBMS, GCP, PLSQL, Natural language processing, Stored procedures",1 day ago,2.0,6.0,4.0,,,,"['it services', 'sql', 'web technologies', 'rdbms', 'gcp', 'plsql', 'natural language processing', 'stored procedures']","it services, sql, web technologies, rdbms, gcp, plsql, natural language processing, stored procedures"
Python Developer,HCL Hiring For Python developer role!!,HCLTech,"Chennai, Bengaluru",4-7 Yrs,,"pyspark, numpy, Python, apache spark, dask, Hiring, Apache, Spark",2 days ago,4.0,7.0,5.5,,,,"['pyspark', 'numpy', 'python', 'apache spark', 'dask', 'hiring', 'apache', 'spark']","pyspark, numpy, python, apache spark, dask, hiring, apache, spark"
Python Developer,Python Developer,Tata Consultancy Services,"Pune, Chennai, Bengaluru",5-10 Yrs,,"Python Development, html5, JavaScript, Python, Development, HTML",6 days ago,5.0,10.0,7.5,,,,"['python development', 'html5', 'javascript', 'python', 'development', 'html']","python development, html5, javascript, python, development, html"
Python Developer,Python Developer,Quest Global,Hybrid - Bangalore Rural,3-6 Yrs,,"container, server, linux server, influxdb, docker, sql, react.js, java",5 days ago,3.0,6.0,4.5,,,,"['container', 'server', 'linux server', 'influxdb', 'docker', 'sql', 'react.js', 'java']","container, server, linux server, influxdb, docker, sql, react.js, java"
Python Developer,Python Developer,Eiosys,Thane,2-5 Yrs,,"rest, postgresql, writing, python development, html, aws, sql, docker",1 day ago,2.0,5.0,3.5,,,,"['rest', 'postgresql', 'writing', 'python development', 'html', 'aws', 'sql', 'docker']","rest, postgresql, writing, python development, html, aws, sql, docker"
Python Developer,Python developer,HARMAN,Bengaluru,3-6 Yrs,,"Infotainment, Database design, Django, Web development, Schema, German, data visualization, Automotive",5 days ago,3.0,6.0,4.5,,,,"['infotainment', 'database design', 'django', 'web development', 'schema', 'german', 'data visualization', 'automotive']","infotainment, database design, django, web development, schema, german, data visualization, automotive"
Python Developer,Python Developer,"V2soft India Pvt Ltd.,",Hybrid - Bengaluru,3-5 Yrs,,"Machine Learning, Ui/Ux, Meta Llama, Artificial Intelligence, Fast Api, LLM, Agentic Ai, Gen AI",2 days ago,3.0,5.0,4.0,,,,"['machine learning', 'ui', 'ux', 'meta llama', 'artificial intelligence', 'fast api', 'llm', 'agentic ai', 'gen ai']","machine learning, ui, ux, meta llama, artificial intelligence, fast api, llm, agentic ai, gen ai"
Python Developer,Python Software Developer,Akaasa Infotech Noida,"Pune, Bengaluru, Delhi / NCR",5-10 Yrs,8-18 Lacs PA,"Python, Validation, DevOps, Rest Apis, IoT, Data validation, Software, Software development",1 day ago,5.0,10.0,7.5,8.0,18.0,13.0,"['python', 'validation', 'devops', 'rest apis', 'iot', 'data validation', 'software', 'software development']","python, validation, devops, rest apis, iot, data validation, software, software development"
Python Developer,Experienced Software Engineer C/C++ & Python Developer,Boeing,Bengaluru,7-12 Yrs,,"software development, software testing, software development life cycle, ms office suite, oops, container, continuous integration, kubernetes",5 days ago,7.0,12.0,9.5,,,,"['software development', 'software testing', 'software development life cycle', 'office suite', 'oops', 'container', 'continuous integration', 'kubernetes']","software development, software testing, software development life cycle, office suite, oops, container, continuous integration, kubernetes"
Python Developer,Python Developer (YOCTO),Tek Skills,"Hyderabad, Chennai, Bengaluru",8-13 Yrs,,"Yocto, Linux, Python, Python Development, Development",1 day ago,8.0,13.0,10.5,,,,"['yocto', 'linux', 'python', 'python development', 'development']","yocto, linux, python, python development, development"
Python Developer,Principal Python Developer,Nokia,Bengaluru,12-17 Yrs,,"continuous integration, python, pytest, python development, jenkins, css, software testing, version control",6 days ago,12.0,17.0,14.5,,,,"['continuous integration', 'python', 'pytest', 'python development', 'jenkins', 'css', 'software testing', 'version control']","continuous integration, python, pytest, python development, jenkins, css, software testing, version control"
Python Developer,Python Developer,BNP Paribas,"Hybrid - Bengaluru, Mumbai (All Areas)",6-11 Yrs,,"Pyspark, RDBMS, Spark, Python, SQl, Python Framework, Django, Rest Api Development",2 days ago,6.0,11.0,8.5,,,,"['pyspark', 'rdbms', 'spark', 'python', 'sql', 'python framework', 'django', 'rest api development']","pyspark, rdbms, spark, python, sql, python framework, django, rest api development"
Python Developer,Python Developer,Tech Vedika Software,Hyderabad,5-10 Yrs,,"Computer science, Front end, Version control, Django, Debugging, HTTP, JSON, SQL",1 day ago,5.0,10.0,7.5,,,,"['computer science', 'front end', 'version control', 'django', 'debugging', 'http', 'json', 'sql']","computer science, front end, version control, django, debugging, http, json, sql"
Python Developer,Senior Software Developer - Python,Riskspan,Bengaluru,5-7 Yrs,,"Automation, orchestration, Machine learning, Workflow, Data processing, Apache, Analytics, Financial services",1 day ago,5.0,7.0,6.0,,,,"['automation', 'orchestration', 'machine learning', 'workflow', 'data processing', 'apache', 'analytics', 'financial services']","automation, orchestration, machine learning, workflow, data processing, apache, analytics, financial services"
Python Developer,Python Developer with RAG,Leading Client,Bengaluru,4-7 Yrs,,"Python, LLMs, Python development, Python Developer, documentation, AI, RAG framework, ML",2 days ago,4.0,7.0,5.5,,,,"['python', 'llms', 'python development', 'python developer', 'documentation', 'ai', 'rag framework', 'ml']","python, llms, python development, python developer, documentation, ai, rag framework, ml"
Python Developer,Python Developer,Dendrite,Pune,6-11 Yrs,,"Unix, Computer science, Software design, Web development, Debugging, Troubleshooting, Analytics, Financial services",1 day ago,6.0,11.0,8.5,,,,"['unix', 'computer science', 'software design', 'web development', 'debugging', 'troubleshooting', 'analytics', 'financial services']","unix, computer science, software design, web development, debugging, troubleshooting, analytics, financial services"
Python Developer,PYTHON DEVELOPER,True Value Infosoft,Jaipur,1-3 Yrs,,"python, css, c, software testing, natural language processing, python development, machine learning, artificial intelligence",1 day ago,1.0,3.0,2.0,,,,"['python', 'css', 'c', 'software testing', 'natural language processing', 'python development', 'machine learning', 'artificial intelligence']","python, css, c, software testing, natural language processing, python development, machine learning, artificial intelligence"
Python Developer,Python Software Developer- Hyberabad,Infosys,"Hybrid - Kolkata, Hyderabad, Ahmedabad",5-10 Yrs,,"Django, Python, Flask, Software, Development, Software development",1 day ago,5.0,10.0,7.5,,,,"['django', 'python', 'flask', 'software', 'development', 'software development']","django, python, flask, software, development, software development"
Python Developer,Python Developer - Chennai,Photon,Chennai,3-6 Yrs,10-15 Lacs PA,"Django, Python, Flask, AWS, Development, Python Development",5 days ago,3.0,6.0,4.5,10.0,15.0,12.5,"['django', 'python', 'flask', 'aws', 'development', 'python development']","django, python, flask, aws, development, python development"
Python Developer,Python Developer,MBS GLOBAL,Gurugram,6-10 Yrs,"70,000-1.5 Lacs PA","Python, NoSQL, Docker, rest api, Django, Postgresql, API, Python Development",1 day ago,6.0,10.0,8.0,0.7,0.0,0.35,"['python', 'nosql', 'docker', 'rest api', 'django', 'postgresql', 'api', 'python development']","python, nosql, docker, rest api, django, postgresql, api, python development"
Python Developer,Python Software Developer,Accion Labs,"Hybrid - Kolkata, Bangalore Rural",4-9 Yrs,15-25 Lacs PA,"Django, Openai, Python Development, React.Js, Azure Devops, Fast Api, Microsoft Azure, javascript/typescript",Today,4.0,9.0,6.5,15.0,25.0,20.0,"['django', 'openai', 'python development', 'react.js', 'azure devops', 'fast api', 'azure', 'javascript', 'typescript']","django, openai, python development, react.js, azure devops, fast api, azure, javascript, typescript"
Python Developer,Python Software Developer,MNC Group,Hybrid - Bengaluru,1-4 Yrs,,"Pandas, Python, Relational Databases, SQL, Software, DBMS, Development, Software development",1 day ago,1.0,4.0,2.5,,,,"['pandas', 'python', 'relational databases', 'sql', 'software', 'dbms', 'development', 'software development']","pandas, python, relational databases, sql, software, dbms, development, software development"
Python Developer,Python developer,Coditas Technologies,Pune,3-6 Yrs,,"Python Development, Azure Cloud, GCP, Design Patterns, Django, Fast Api, ORM, AWS",1 day ago,3.0,6.0,4.5,,,,"['python development', 'azure cloud', 'gcp', 'design patterns', 'django', 'fast api', 'orm', 'aws']","python development, azure cloud, gcp, design patterns, django, fast api, orm, aws"
Python Developer,Python Developer,Enormous Enterprise,Jaipur,3-8 Yrs,,"Fast Api, Django, Python, Flask, Development, API, Python Development",1 day ago,3.0,8.0,5.5,,,,"['fast api', 'django', 'python', 'flask', 'development', 'api', 'python development']","fast api, django, python, flask, development, api, python development"
Python Developer,TEKsystems# Hiring # Python Developers,....,Hyderabad,6-10 Yrs,,"Django Framework, Python Development, AWS, Python, Framework, Django, Hiring, Development",6 days ago,6.0,10.0,8.0,,,,"['django framework', 'python development', 'aws', 'python', 'framework', 'django', 'hiring', 'development']","django framework, python development, aws, python, framework, django, hiring, development"
Python Developer,Python Developer,Cognizant,Noida,6-10 Yrs,,"python, software development, data processing, serverless, python development, numpy, aws lambda, tools",5 days ago,6.0,10.0,8.0,,,,"['python', 'software development', 'data processing', 'serverless', 'python development', 'numpy', 'aws lambda', 'tools']","python, software development, data processing, serverless, python development, numpy, aws lambda, tools"
Python Developer,Python Software Developer,Indium Software,"Hyderabad, Chennai, Bengaluru",8-13 Yrs,18-25 Lacs PA,"Postgresql, Pandas, MongoDB, AWS, Python, GCP, Django, Fast Api",1 day ago,8.0,13.0,10.5,18.0,25.0,21.5,"['postgresql', 'pandas', 'mongodb', 'aws', 'python', 'gcp', 'django', 'fast api']","postgresql, pandas, mongodb, aws, python, gcp, django, fast api"
Python Developer,Python Developer,Coforge,Hybrid - Bengaluru,8-13 Yrs,15-25 Lacs PA,"Restfull Api, GIT, Pandas, Microservices, Python, Architecture, API, Development",4 days ago,8.0,13.0,10.5,15.0,25.0,20.0,"['restfull api', 'git', 'pandas', 'microservices', 'python', 'architecture', 'api', 'development']","restfull api, git, pandas, microservices, python, architecture, api, development"
Python Developer,Python Developer - 5 Yrs - Chennai,Photon,Chennai,5-9 Yrs,10-20 Lacs PA,"python, Generative Ai, Django, Flask, Development, Artificial Intelligence, Python Development",2 days ago,5.0,9.0,7.0,10.0,20.0,15.0,"['python', 'generative ai', 'django', 'flask', 'development', 'artificial intelligence', 'python development']","python, generative ai, django, flask, development, artificial intelligence, python development"
Python Developer,Python Developer,Massmutual Global Business Services India,Hyderabad,2-5 Yrs,,"System architecture, Backend, Bfsi, Technical design, Diversity and Inclusion, Agile, Actuarial, Forecasting",1 day ago,2.0,5.0,3.5,,,,"['system architecture', 'backend', 'bfsi', 'technical design', 'diversity and inclusion', 'agile', 'actuarial', 'forecasting']","system architecture, backend, bfsi, technical design, diversity and inclusion, agile, actuarial, forecasting"
Python Developer,Python Developer,Fibe,Pune,5-9 Yrs,,"Python, Pandas, SQLAlchemy, Requests, NumPy, Flask application, Development, Application",1 day ago,5.0,9.0,7.0,,,,"['python', 'pandas', 'sqlalchemy', 'requests', 'numpy', 'flask application', 'development', 'application']","python, pandas, sqlalchemy, requests, numpy, flask application, development, application"
Python Developer,Python Developer,Prudent Globaltech Solutions,Hyderabad,3-5 Yrs,,"golang, api, python, django, db, continuous integration, css, ci/cd",1 day ago,3.0,5.0,4.0,,,,"['golang', 'api', 'python', 'django', 'db', 'continuous integration', 'css', 'ci', 'cd']","golang, api, python, django, db, continuous integration, css, ci, cd"
Python Developer,Python Developer - 5+,Focaloid Technologies,Kochi,5-10 Yrs,,"python, version control, unit testing, python development, engineering, data engineering, sql, microservices",1 day ago,5.0,10.0,7.5,,,,"['python', 'version control', 'unit testing', 'python development', 'engineering', 'data engineering', 'sql', 'microservices']","python, version control, unit testing, python development, engineering, data engineering, sql, microservices"
Python Developer,Python Developer,Leading Client,Hybrid - Hyderabad,6-9 Yrs,,"snowflake, sql queries, performance tuning, dbms, backend development, continuous integration, kubernetes, python",Just now,6.0,9.0,7.5,,,,"['snowflake', 'sql queries', 'performance tuning', 'dbms', 'backend development', 'continuous integration', 'kubernetes', 'python']","snowflake, sql queries, performance tuning, dbms, backend development, continuous integration, kubernetes, python"
Python Developer,Python Developer,Cognizant,"Hyderabad, Pune",4-9 Yrs,,"Cloud Api, Python, Linux, GCP, Splunk Development, AWS, API, Development",5 days ago,4.0,9.0,6.5,,,,"['cloud api', 'python', 'linux', 'gcp', 'splunk development', 'aws', 'api', 'development']","cloud api, python, linux, gcp, splunk development, aws, api, development"
Python Developer,"Python Developer ( Bengaluru, Hyderabad, Pune)",Infosys,"Chandigarh, Hyderabad, Bengaluru",3-8 Yrs,,"Python, Django, Flask, Python Development, Development",6 days ago,3.0,8.0,5.5,,,,"['python', 'django', 'flask', 'python development', 'development']","python, django, flask, python development, development"
Python Developer,Python Developer,Capgemini,Bengaluru,3-6 Yrs,,"python, software development, software design, python development, software engineering, rest, automation testing, sql",2 weeks ago,3.0,6.0,4.5,,,,"['python', 'software development', 'software design', 'python development', 'software engineering', 'rest', 'automation testing', 'sql']","python, software development, software design, python development, software engineering, rest, automation testing, sql"
Python Developer,Python Developer,Persistent,Bengaluru,3-7 Yrs,,"python development, css, do, bootstrap, jquery, healthcare, sql, git",1 week ago,3.0,7.0,5.0,,,,"['python development', 'css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git']","python development, css, do, bootstrap, jquery, healthcare, sql, git"
Python Developer,"Python Developer- Payroll- Artech, Client - JP Mogan",JPMorgan Chase Bank,Hybrid - Hyderabad,3-5 Yrs,4-9 Lacs PA,"rest api, Fast Api, JSON, Flash, Python, Payroll, Rest, API",2 days ago,3.0,5.0,4.0,4.0,9.0,6.5,"['rest api', 'fast api', 'json', 'flash', 'python', 'payroll', 'rest', 'api']","rest api, fast api, json, flash, python, payroll, rest, api"
Python Developer,Python Developer (Weekend Drive - 27th Sep 25),Brillio,Hybrid - Bengaluru,3-5 Yrs,,"API, Python Development, Web Scraping, Python, data normalization, data structures, Web technologies, Development",2 days ago,3.0,5.0,4.0,,,,"['api', 'python development', 'web scraping', 'python', 'data normalization', 'data structures', 'web technologies', 'development']","api, python development, web scraping, python, data normalization, data structures, web technologies, development"
Python Developer,Python Developer,Prorsum Technologies,Bengaluru,4-6 Yrs,,"Django, Fast Api, Python, Development, API, Python Development",6 days ago,4.0,6.0,5.0,,,,"['django', 'fast api', 'python', 'development', 'api', 'python development']","django, fast api, python, development, api, python development"
Python Developer,Python Software Developer,Paralaxiom,Bengaluru,2-4 Yrs,7-7.5 Lacs PA,"Python Framework, Django, Python Development, Flask, Server Side Development, CSS, HTML, ORM",1 day ago,2.0,4.0,3.0,7.0,7.5,7.25,"['python framework', 'django', 'python development', 'flask', 'server side development', 'css', 'html', 'orm']","python framework, django, python development, flask, server side development, css, html, orm"
Python Developer,Python Software Developer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,8-18 Lacs PA,"AWS, Python, SQL, Development, Software, Software development",1 week ago,5.0,10.0,7.5,8.0,18.0,13.0,"['aws', 'python', 'sql', 'development', 'software', 'software development']","aws, python, sql, development, software, software development"
Python Developer,Python Developer,Truefy,Bengaluru,4-9 Yrs,,"Data analysis, Version control, GIT, Scalability, Django, Machine learning, Automation tools, Data structures",2 days ago,4.0,9.0,6.5,,,,"['data analysis', 'version control', 'git', 'scalability', 'django', 'machine learning', 'automation tools', 'data structures']","data analysis, version control, git, scalability, django, machine learning, automation tools, data structures"
Python Developer,Python developer-Gurugram,Infosys,"Hybrid - Ahmedabad, Chennai, Bengaluru",9-14 Yrs,,"Machine Learning Algorithms, Python, Natural Language Processing, Data Analytics, Machine, Data, Processing, Languages",1 week ago,9.0,14.0,11.5,,,,"['machine learning algorithms', 'python', 'natural language processing', 'data analytics', 'machine', 'data', 'processing', 'languages']","machine learning algorithms, python, natural language processing, data analytics, machine, data, processing, languages"
Python Developer,Python Developer,SP Software,Hybrid - Bengaluru,6-9 Yrs,11-21 Lacs PA,"Django, Snowflake Db, AWS, Python, SQL, Development, Snowflake, Db",6 days ago,6.0,9.0,7.5,11.0,21.0,16.0,"['django', 'snowflake db', 'aws', 'python', 'sql', 'development', 'snowflake', 'db']","django, snowflake db, aws, python, sql, development, snowflake, db"
Python Developer,Python Developer,Sonata Software,Hybrid - Hyderabad,7-12 Yrs,30 Lacs PA,"DJANGo, AWS, Python, SQL, Python Development, Development",6 days ago,7.0,12.0,9.5,30.0,30.0,30.0,"['django', 'aws', 'python', 'sql', 'python development', 'development']","django, aws, python, sql, python development, development"
Python Developer,Python Developer - Transunion,Photon,"Pune, Chennai, Bengaluru",5-10 Yrs,,"python, javascript, postgresql, mysql, html, arinc, css, tds",1 week ago,5.0,10.0,7.5,,,,"['python', 'javascript', 'postgresql', 'mysql', 'html', 'arinc', 'css', 'tds']","python, javascript, postgresql, mysql, html, arinc, css, tds"
Python Developer,Python Software Developer,Sonata Software,Hyderabad,5-8 Yrs,,"Fast Api, MongoDB, Python, SQL, Software, Software development, API, Development",1 day ago,5.0,8.0,6.5,,,,"['fast api', 'mongodb', 'python', 'sql', 'software', 'software development', 'api', 'development']","fast api, mongodb, python, sql, software, software development, api, development"
Python Developer,Python Software Developer,Infosys,Bengaluru,5-9 Yrs,,"Python, Django, OOPS, Flask, Software, Development, Software development",1 day ago,5.0,9.0,7.0,,,,"['python', 'django', 'oops', 'flask', 'software', 'development', 'software development']","python, django, oops, flask, software, development, software development"
Python Developer,Python developer,Venpa Staffing,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,5-15 Lacs PA,"AWS, Python, SQL, Microsoft Azure, Development, Python Development, Microsoft",4 days ago,4.0,9.0,6.5,5.0,15.0,10.0,"['aws', 'python', 'sql', 'azure', 'development', 'python development', 'microsoft']","aws, python, sql, azure, development, python development, microsoft"
Python Developer,Python Software Developer,Service Industry,Bengaluru,7-12 Yrs,,"python, python backend, server, linux, networking, storage, Software, Development",2 days ago,7.0,12.0,9.5,,,,"['python', 'python backend', 'server', 'linux', 'networking', 'storage', 'software', 'development']","python, python backend, server, linux, networking, storage, software, development"
Python Developer,Python Developer,Icra Analytics,Kolkata,5-8 Yrs,,"Pyspark, Python, Python Development, Development",2 days ago,5.0,8.0,6.5,,,,"['pyspark', 'python', 'python development', 'development']","pyspark, python, python development, development"
Python Developer,Python Developer,Tekskills india pvt ltd,"Noida, Pune, Bengaluru",6-8 Yrs,,"Pandas, Numpy, Scikit-Learn, Development, Python Development, Python",1 week ago,6.0,8.0,7.0,,,,"['pandas', 'numpy', 'scikit', 'learn', 'development', 'python development', 'python']","pandas, numpy, scikit, learn, development, python development, python"
Python Developer,Python Developer,Meditab Software,Ahmedabad,0-1 Yrs,,"Python Framework, Django Framework, Python, Html/Css, SQL, Java, Development, HTML",1 week ago,0.0,1.0,0.5,,,,"['python framework', 'django framework', 'python', 'html', 'css', 'sql', 'java', 'development']","python framework, django framework, python, html, css, sql, java, development"
Python Developer,Python Developer,Thoughts2Binary,Gurugram,0-1 Yrs,,"Application Programming, Github, Programming, Rest Api, Software Development, S3, OOPS, JSON",1 week ago,0.0,1.0,0.5,,,,"['application programming', 'github', 'programming', 'rest api', 'software development', 's3', 'oops', 'json']","application programming, github, programming, rest api, software development, s3, oops, json"
Python Developer,Python Developer,ACE Software N Web Solutions,Thane,1-6 Yrs,,"Python, Python Development, Development",5 days ago,1.0,6.0,3.5,,,,"['python', 'python development', 'development']","python, python development, development"
Python Developer,Hiring - Python Developer - MNC - Pan India,People Staffing solutions,"Hyderabad, Chennai, Mumbai (All Areas)",4-9 Yrs,9-19 Lacs PA,"SQL, GIT, Python, Python Web Framework, Python Framework, OOPS, Flask Web Framework, Web Framework",5 days ago,4.0,9.0,6.5,9.0,19.0,14.0,"['sql', 'git', 'python', 'python web framework', 'python framework', 'oops', 'flask web framework', 'web framework']","sql, git, python, python web framework, python framework, oops, flask web framework, web framework"
Python Developer,Python Developer,APP Innovation Technologies,Coimbatore,1-4 Yrs,2-4 Lacs PA,"Django Framework, Django Rest Api, Rest Api Services, Rest, Python, API, Development, Framework",6 days ago,1.0,4.0,2.5,2.0,4.0,3.0,"['django framework', 'django rest api', 'rest api services', 'rest', 'python', 'api', 'development', 'framework']","django framework, django rest api, rest api services, rest, python, api, development, framework"
Python Developer,Python Developer,Bonami Software,Noida(Sector 63),0-2 Yrs,3-6 Lacs PA,"Software Engineering, Django, Python, Data Science, Software Development, Data Structures, Django Framework, Web Development",1 week ago,0.0,2.0,1.0,3.0,6.0,4.5,"['software engineering', 'django', 'python', 'data science', 'software development', 'data structures', 'django framework', 'web development']","software engineering, django, python, data science, software development, data structures, django framework, web development"
Python Developer,Python Developer,In2it Systems And Services,Noida(Noida Extension),3-5 Yrs,,"Django, Python Development, Postgresql, Fast API, Flask, microservices, Development, API",5 days ago,3.0,5.0,4.0,,,,"['django', 'python development', 'postgresql', 'fast api', 'flask', 'microservices', 'development', 'api']","django, python development, postgresql, fast api, flask, microservices, development, api"
Python Developer,Python Software Developer,Lantern Digital Services,Noida,2-7 Yrs,,"Python, AutoGen, CrewAI, LangChain, Software development, Software, Development",1 day ago,2.0,7.0,4.5,,,,"['python', 'autogen', 'crewai', 'langchain', 'software development', 'software', 'development']","python, autogen, crewai, langchain, software development, software, development"
Python Developer,Python Developer,Atenas Code Pvt Ltd,,,3-4.75 Lacs PA,"Python Development, Python Web Framework, Django Rest Api, Python Framework, Django, Api Rest, Django Framework, Web Framework",2 days ago,,,,3.0,4.75,3.88,"['python development', 'python web framework', 'django rest api', 'python framework', 'django', 'api rest', 'django framework', 'web framework']","python development, python web framework, django rest api, python framework, django, api rest, django framework, web framework"
Python Developer,Python Developer (AI/ML Experience),Com1 Communication Technologies,"Nagpur, Maharashtra",2-6 Yrs,,"Python, AI/ML, PyTorch, Data Preprocessing, Artificial Intelligence, Machine Learning, Agile Development, TensorFlow",5 days ago,2.0,6.0,4.0,,,,"['python', 'ai', 'ml', 'pytorch', 'data preprocessing', 'artificial intelligence', 'machine learning', 'agile development', 'tensorflow']","python, ai, ml, pytorch, data preprocessing, artificial intelligence, machine learning, agile development, tensorflow"
Python Developer,Python Developer,Makro Group,"Hyderabad, Madhapur",3-4 Yrs,,"Django, Python, Flask, Git, OOPS, ReactJS, Mercurial, JavaScript",5 days ago,3.0,4.0,3.5,,,,"['django', 'python', 'flask', 'git', 'oops', 'reactjs', 'mercurial', 'javascript']","django, python, flask, git, oops, reactjs, mercurial, javascript"
Python Developer,Python Developer,Looppe Software Company,Noida,3-8 Yrs,,"Performance tuning, Version control, GIT, Postgresql, Django, MySQL, Debugging, Unit testing",5 days ago,3.0,8.0,5.5,,,,"['performance tuning', 'version control', 'git', 'postgresql', 'django', 'mysql', 'debugging', 'unit testing']","performance tuning, version control, git, postgresql, django, mysql, debugging, unit testing"
Python Developer,Python Developer,Highradius,Hyderabad,2-7 Yrs,,"Automation, PDF, Scalability, Software Engineer II, Finance, SAAS, Programming, Open source",1 week ago,2.0,7.0,4.5,,,,"['automation', 'pdf', 'scalability', 'software engineer ii', 'finance', 'saas', 'programming', 'open source']","automation, pdf, scalability, software engineer ii, finance, saas, programming, open source"
Python Developer,Python Software Developer,Gigmo Solutions,"Faridabad, Gurugram, Delhi / NCR",5-10 Yrs,,"Automation, Data Scraping, Framework, Python, Web Crawling, Development, Software, Web technologies",1 day ago,5.0,10.0,7.5,,,,"['automation', 'data scraping', 'framework', 'python', 'web crawling', 'development', 'software', 'web technologies']","automation, data scraping, framework, python, web crawling, development, software, web technologies"
Python Developer,Python Developer,Careplix,Kolkata,2-4 Yrs,,"Python, Unit Testing, Waterfall, Debugging, Serverless Architecture, SQL, RESTful API Development, DevOps",5 days ago,2.0,4.0,3.0,,,,"['python', 'unit testing', 'waterfall', 'debugging', 'serverless architecture', 'sql', 'restful api development', 'devops']","python, unit testing, waterfall, debugging, serverless architecture, sql, restful api development, devops"
Python Developer,Python Developer,Elsner Technologies,Ahmedabad,3-5 Yrs,,"ERP, MySQL, Javascript, CMS, Agile, Data structures, HTML, SQL",6 days ago,3.0,5.0,4.0,,,,"['erp', 'mysql', 'javascript', 'cms', 'agile', 'data structures', 'html', 'sql']","erp, mysql, javascript, cms, agile, data structures, html, sql"
Python Developer,Python Software Developer,A A Garg & Co.,Mumbai Suburban,4-5 Yrs,,"Powerapps, Power Bi Dashboards, Data Analysis, Data Visualization, Python, Data Automation, Data Extraction, Advanced Excel",1 day ago,4.0,5.0,4.5,,,,"['powerapps', 'power bi dashboards', 'data analysis', 'data visualization', 'python', 'data automation', 'data extraction', 'advanced excel']","powerapps, power bi dashboards, data analysis, data visualization, python, data automation, data extraction, advanced excel"
